rate_code,RatecodeID,rate_code_id
Standard rate,1,2515
Standard rate,1,2516
Standard rate,1,2517
Standard rate,1,2518
Standard rate,1,2519
Standard rate,1,2520
Standard rate,1,2521
Standard rate,1,2522
Standard rate,1,2523
Standard rate,1,2524
Standard rate,1,2525
Standard rate,1,2526
Standard rate,1,2527
Standard rate,1,2528
Standard rate,1,2529
Standard rate,1,2530
Standard rate,1,2531
Standard rate,1,2532
Standard rate,1,2533
Standard rate,1,2534
Standard rate,1,2535
Standard rate,1,2536
Standard rate,1,2537
Standard rate,1,2538
Standard rate,1,2539
Standard rate,1,2540
Standard rate,1,2541
Standard rate,1,2542
Standard rate,1,2543
Standard rate,1,2544
Standard rate,1,2545
Standard rate,1,2546
Standard rate,1,2547
Standard rate,1,2548
Standard rate,1,2549
Standard rate,1,2550
Standard rate,1,2551
Standard rate,1,2552
Standard rate,1,2553
Standard rate,1,2554
Standard rate,1,2555
Standard rate,1,2556
Standard rate,1,2557
Standard rate,1,2558
JFK,2,2559
Standard rate,1,2560
Standard rate,1,2561
Standard rate,1,2562
Standard rate,1,2563
Standard rate,1,2564
Standard rate,1,2565
Standard rate,1,2566
Standard rate,1,2567
Standard rate,1,2568
Standard rate,1,2569
Standard rate,1,2570
Standard rate,1,2571
Standard rate,1,2572
Standard rate,1,2573
Standard rate,1,2574
Standard rate,1,2575
Standard rate,1,2576
Standard rate,1,2577
Standard rate,1,2578
Standard rate,1,2579
Standard rate,1,2580
Standard rate,1,2581
Standard rate,1,2582
Standard rate,1,2583
Standard rate,1,2584
Standard rate,1,2585
Standard rate,1,2586
Standard rate,1,2587
Standard rate,1,2588
JFK,2,2589
Standard rate,1,2590
Standard rate,1,2591
Standard rate,1,2592
Standard rate,1,2593
Standard rate,1,2594
Standard rate,1,2595
Standard rate,1,2596
Standard rate,1,2597
Standard rate,1,2598
Standard rate,1,2599
Standard rate,1,2600
Standard rate,1,2601
Standard rate,1,2602
Standard rate,1,2603
Standard rate,1,2604
Standard rate,1,2605
Standard rate,1,2606
Standard rate,1,2607
Standard rate,1,2608
Standard rate,1,2609
Standard rate,1,2610
Standard rate,1,2611
Standard rate,1,2612
Standard rate,1,2613
Standard rate,1,2614
Standard rate,1,2615
Standard rate,1,2616
Standard rate,1,2617
Standard rate,1,2618
Standard rate,1,2619
Standard rate,1,2620
Standard rate,1,2621
Standard rate,1,2622
Standard rate,1,2623
Standard rate,1,2624
Standard rate,1,2625
Standard rate,1,2626
Standard rate,1,2627
Standard rate,1,2628
JFK,2,2629
Standard rate,1,2630
Standard rate,1,2631
Standard rate,1,2632
Standard rate,1,2633
Standard rate,1,2634
Standard rate,1,2635
Standard rate,1,2636
Standard rate,1,2637
Standard rate,1,2638
Standard rate,1,2639
Standard rate,1,2640
Standard rate,1,2641
Standard rate,1,2642
Standard rate,1,2643
Standard rate,1,2644
Standard rate,1,2645
Standard rate,1,2646
Standard rate,1,2647
Standard rate,1,2648
Standard rate,1,2649
Standard rate,1,2650
Standard rate,1,2651
Standard rate,1,2652
Standard rate,1,2653
Standard rate,1,2654
Standard rate,1,2655
Standard rate,1,2656
Standard rate,1,2657
Standard rate,1,2658
Standard rate,1,2659
Standard rate,1,2660
Standard rate,1,2661
Standard rate,1,2662
Standard rate,1,2663
Standard rate,1,2664
Standard rate,1,2665
Standard rate,1,2666
Standard rate,1,2667
Standard rate,1,2668
Standard rate,1,2669
Standard rate,1,2670
Standard rate,1,2671
Standard rate,1,2672
Standard rate,1,2673
Standard rate,1,2674
Standard rate,1,2675
Standard rate,1,2676
Standard rate,1,2677
Standard rate,1,2678
Standard rate,1,2679
Standard rate,1,2680
Standard rate,1,2681
Standard rate,1,2682
Standard rate,1,2683
Standard rate,1,2684
Standard rate,1,2685
Standard rate,1,2686
Standard rate,1,2687
Standard rate,1,2688
Standard rate,1,2689
Standard rate,1,2690
Standard rate,1,2691
Standard rate,1,2692
Standard rate,1,2693
Standard rate,1,2694
Standard rate,1,2695
Standard rate,1,2696
Standard rate,1,2697
Standard rate,1,2698
Standard rate,1,2699
JFK,2,2700
Standard rate,1,2701
Standard rate,1,2702
Standard rate,1,2703
Standard rate,1,2704
Standard rate,1,2705
Standard rate,1,2706
Standard rate,1,2707
Standard rate,1,2708
Standard rate,1,2709
Standard rate,1,2710
Standard rate,1,2711
Standard rate,1,2712
Standard rate,1,2713
Standard rate,1,2714
Standard rate,1,2715
Standard rate,1,2716
Standard rate,1,2717
Standard rate,1,2718
Standard rate,1,2719
Standard rate,1,2720
Standard rate,1,2721
Standard rate,1,2722
Standard rate,1,2723
Standard rate,1,2724
Standard rate,1,2725
Standard rate,1,2726
Standard rate,1,2727
Standard rate,1,2728
Standard rate,1,2729
JFK,2,2730
Standard rate,1,2731
Standard rate,1,2732
Standard rate,1,2733
Standard rate,1,2734
Standard rate,1,2735
Standard rate,1,2736
Standard rate,1,2737
Standard rate,1,2738
Standard rate,1,2739
JFK,2,2740
Standard rate,1,2741
Standard rate,1,2742
Standard rate,1,2743
Standard rate,1,2744
Standard rate,1,2745
Standard rate,1,2746
Standard rate,1,2747
Standard rate,1,2748
Standard rate,1,2749
Standard rate,1,2750
Standard rate,1,2751
Standard rate,1,2752
JFK,2,2753
Standard rate,1,2754
Standard rate,1,2755
Standard rate,1,2756
Standard rate,1,2757
Standard rate,1,2758
Standard rate,1,2759
Standard rate,1,2760
Standard rate,1,2761
Standard rate,1,2762
Standard rate,1,2763
Standard rate,1,2764
Standard rate,1,2765
Standard rate,1,2766
Standard rate,1,2767
Standard rate,1,2768
Standard rate,1,2769
Standard rate,1,2770
Standard rate,1,2771
Standard rate,1,2772
Standard rate,1,2773
Standard rate,1,2774
JFK,2,2775
Standard rate,1,2776
Standard rate,1,2777
Standard rate,1,2778
Standard rate,1,2779
Standard rate,1,2780
Standard rate,1,2781
Standard rate,1,2782
Standard rate,1,2783
Standard rate,1,2784
Standard rate,1,2785
Standard rate,1,2786
JFK,2,2787
Standard rate,1,2788
Standard rate,1,2789
Standard rate,1,2790
Standard rate,1,2791
JFK,2,2792
Standard rate,1,2793
Standard rate,1,2794
Standard rate,1,2795
Standard rate,1,2796
Standard rate,1,2797
Standard rate,1,2798
Standard rate,1,2799
Standard rate,1,2800
Standard rate,1,2801
Standard rate,1,2802
Standard rate,1,2803
Standard rate,1,2804
Standard rate,1,2805
Standard rate,1,2806
Standard rate,1,2807
Standard rate,1,2808
Standard rate,1,2809
Standard rate,1,2810
Standard rate,1,2811
Standard rate,1,2812
Standard rate,1,2813
Standard rate,1,2814
Standard rate,1,2815
Standard rate,1,2816
Standard rate,1,2817
Standard rate,1,2818
Standard rate,1,2819
Standard rate,1,2820
Standard rate,1,2821
Standard rate,1,2822
Standard rate,1,2823
Standard rate,1,2824
Standard rate,1,2825
Standard rate,1,2826
Standard rate,1,2827
Standard rate,1,2828
Standard rate,1,2829
Standard rate,1,2830
Standard rate,1,2831
Standard rate,1,2832
Standard rate,1,2833
Standard rate,1,2834
Standard rate,1,2835
Standard rate,1,2836
Standard rate,1,2837
Standard rate,1,2838
Standard rate,1,2839
Standard rate,1,2840
Standard rate,1,2841
Standard rate,1,2842
Standard rate,1,2843
Standard rate,1,2844
Standard rate,1,2845
Standard rate,1,2846
Standard rate,1,2847
Standard rate,1,2848
Standard rate,1,2849
Standard rate,1,2850
Standard rate,1,2851
Standard rate,1,2852
Standard rate,1,2853
Standard rate,1,2854
Standard rate,1,2855
Standard rate,1,2856
Standard rate,1,2857
Standard rate,1,2858
Standard rate,1,2859
Standard rate,1,2860
Standard rate,1,2861
Standard rate,1,2862
Standard rate,1,2863
Standard rate,1,2864
Standard rate,1,2865
Standard rate,1,2866
Standard rate,1,2867
Standard rate,1,2868
Standard rate,1,2869
Standard rate,1,2870
Standard rate,1,2871
Standard rate,1,2872
Standard rate,1,2873
Standard rate,1,2874
Standard rate,1,2875
Standard rate,1,2876
Standard rate,1,2877
Standard rate,1,2878
Standard rate,1,2879
Standard rate,1,2880
Standard rate,1,2881
Standard rate,1,2882
Standard rate,1,2883
Standard rate,1,2884
Standard rate,1,2885
Standard rate,1,2886
Standard rate,1,2887
Standard rate,1,2888
Standard rate,1,2889
Standard rate,1,2890
Standard rate,1,2891
Standard rate,1,2892
Standard rate,1,2893
Standard rate,1,2894
Standard rate,1,2895
Standard rate,1,2896
Standard rate,1,2897
Standard rate,1,2898
Standard rate,1,2899
Standard rate,1,2900
JFK,2,2901
Standard rate,1,2902
Standard rate,1,2903
Standard rate,1,2904
Standard rate,1,2905
Standard rate,1,2906
Standard rate,1,2907
Standard rate,1,2908
Standard rate,1,2909
Standard rate,1,2910
Standard rate,1,2911
Standard rate,1,2912
Standard rate,1,2913
Standard rate,1,2914
Standard rate,1,2915
Standard rate,1,2916
Standard rate,1,2917
Standard rate,1,2918
Standard rate,1,2919
Standard rate,1,2920
Standard rate,1,2921
Standard rate,1,2922
Standard rate,1,2923
Standard rate,1,2924
Standard rate,1,2925
Standard rate,1,2926
Standard rate,1,2927
Standard rate,1,2928
Standard rate,1,2929
Standard rate,1,2930
Standard rate,1,2931
Standard rate,1,2932
Standard rate,1,2933
Standard rate,1,2934
Standard rate,1,2935
Standard rate,1,2936
Standard rate,1,2937
Standard rate,1,2938
Standard rate,1,2939
Standard rate,1,2940
Standard rate,1,2941
Standard rate,1,2942
Standard rate,1,2943
Standard rate,1,2944
JFK,2,2945
Standard rate,1,2946
Standard rate,1,2947
Standard rate,1,2948
Standard rate,1,2949
Standard rate,1,2950
Standard rate,1,2951
Standard rate,1,2952
Standard rate,1,2953
Standard rate,1,2954
Standard rate,1,2955
Standard rate,1,2956
Standard rate,1,2957
Standard rate,1,2958
Standard rate,1,2959
Standard rate,1,2960
Standard rate,1,2961
Standard rate,1,2962
Standard rate,1,2963
Standard rate,1,2964
Standard rate,1,2965
Standard rate,1,2966
Standard rate,1,2967
Standard rate,1,2968
Standard rate,1,2969
Standard rate,1,2970
Standard rate,1,2971
Standard rate,1,2972
Standard rate,1,2973
Standard rate,1,2974
Standard rate,1,2975
Standard rate,1,2976
Standard rate,1,2977
Standard rate,1,2978
Standard rate,1,2979
Standard rate,1,2980
Standard rate,1,2981
Standard rate,1,2982
Standard rate,1,2983
Standard rate,1,2984
Standard rate,1,2985
Standard rate,1,2986
Standard rate,1,2987
Standard rate,1,2988
Standard rate,1,2989
Standard rate,1,2990
Standard rate,1,2991
Standard rate,1,2992
Standard rate,1,2993
Standard rate,1,2994
Standard rate,1,2995
Standard rate,1,2996
Standard rate,1,2997
Standard rate,1,2998
Standard rate,1,2999
Standard rate,1,3000
Standard rate,1,3001
Standard rate,1,3002
Standard rate,1,3003
Standard rate,1,3004
Standard rate,1,3005
Standard rate,1,3006
Standard rate,1,3007
JFK,2,3008
Standard rate,1,3009
Standard rate,1,3010
Standard rate,1,3011
Standard rate,1,3012
Standard rate,1,3013
Standard rate,1,3014
Standard rate,1,3015
Standard rate,1,3016
Standard rate,1,3017
Standard rate,1,3018
Standard rate,1,3019
Standard rate,1,3020
Standard rate,1,3021
Standard rate,1,3022
Standard rate,1,3023
Standard rate,1,3024
Standard rate,1,3025
Standard rate,1,3026
Standard rate,1,3027
Standard rate,1,3028
Standard rate,1,3029
Standard rate,1,3030
Standard rate,1,3031
Standard rate,1,3032
Standard rate,1,3033
Standard rate,1,3034
Standard rate,1,3035
JFK,2,3036
Standard rate,1,3037
Standard rate,1,3038
Standard rate,1,3039
Standard rate,1,3040
Standard rate,1,3041
Standard rate,1,3042
Standard rate,1,3043
Standard rate,1,3044
Standard rate,1,3045
Standard rate,1,3046
Standard rate,1,3047
Standard rate,1,3048
Standard rate,1,3049
Standard rate,1,3050
Standard rate,1,3051
Standard rate,1,3052
Standard rate,1,3053
Standard rate,1,3054
Standard rate,1,3055
Standard rate,1,3056
Standard rate,1,3057
Standard rate,1,3058
Standard rate,1,3059
Standard rate,1,3060
Standard rate,1,3061
Standard rate,1,3062
Standard rate,1,3063
Standard rate,1,3064
Standard rate,1,3065
Standard rate,1,3066
Standard rate,1,3067
Standard rate,1,3068
Standard rate,1,3069
Standard rate,1,3070
Standard rate,1,3071
Standard rate,1,3072
Standard rate,1,3073
Standard rate,1,3074
Standard rate,1,3075
JFK,2,3076
Standard rate,1,3077
Standard rate,1,3078
Standard rate,1,3079
Standard rate,1,3080
Standard rate,1,3081
Standard rate,1,3082
JFK,2,3083
Standard rate,1,3084
Standard rate,1,3085
Standard rate,1,3086
Standard rate,1,3087
Standard rate,1,3088
Standard rate,1,3089
Standard rate,1,3090
Standard rate,1,3091
Newark,3,3092
Standard rate,1,3093
Standard rate,1,3094
Standard rate,1,3095
Standard rate,1,3096
Standard rate,1,3097
Standard rate,1,3098
Standard rate,1,3099
Standard rate,1,3100
Standard rate,1,3101
Standard rate,1,3102
Standard rate,1,3103
Standard rate,1,3104
Standard rate,1,3105
Standard rate,1,3106
Standard rate,1,3107
Standard rate,1,3108
Newark,3,3109
Standard rate,1,3110
JFK,2,3111
Standard rate,1,3112
Standard rate,1,3113
Standard rate,1,3114
Standard rate,1,3115
Standard rate,1,3116
Standard rate,1,3117
Standard rate,1,3118
Standard rate,1,3119
Standard rate,1,3120
Standard rate,1,3121
Standard rate,1,3122
Standard rate,1,3123
Standard rate,1,3124
Standard rate,1,3125
Standard rate,1,3126
Standard rate,1,3127
Standard rate,1,3128
Standard rate,1,3129
Standard rate,1,3130
Standard rate,1,3131
Standard rate,1,3132
Standard rate,1,3133
Standard rate,1,3134
Standard rate,1,3135
Standard rate,1,3136
Standard rate,1,3137
Standard rate,1,3138
Standard rate,1,3139
Standard rate,1,3140
Standard rate,1,3141
Standard rate,1,3142
Standard rate,1,3143
Standard rate,1,3144
Standard rate,1,3145
Standard rate,1,3146
Standard rate,1,3147
Standard rate,1,3148
Standard rate,1,3149
Standard rate,1,3150
Standard rate,1,3151
Standard rate,1,3152
Standard rate,1,3153
Standard rate,1,3154
Standard rate,1,3155
Standard rate,1,3156
Standard rate,1,3157
Standard rate,1,3158
Standard rate,1,3159
Standard rate,1,3160
Standard rate,1,3161
Standard rate,1,3162
Standard rate,1,3163
Standard rate,1,3164
Standard rate,1,3165
Standard rate,1,3166
Standard rate,1,3167
Standard rate,1,3168
JFK,2,3169
Standard rate,1,3170
Standard rate,1,3171
Standard rate,1,3172
Standard rate,1,3173
Standard rate,1,3174
Standard rate,1,3175
Standard rate,1,3176
Standard rate,1,3177
Standard rate,1,3178
Standard rate,1,3179
Standard rate,1,3180
Standard rate,1,3181
Standard rate,1,3182
Standard rate,1,3183
Standard rate,1,3184
Standard rate,1,3185
JFK,2,3186
Standard rate,1,3187
Standard rate,1,3188
Standard rate,1,3189
Standard rate,1,3190
Standard rate,1,3191
Standard rate,1,3192
Standard rate,1,3193
Standard rate,1,3194
Standard rate,1,3195
Standard rate,1,3196
Standard rate,1,3197
Standard rate,1,3198
Standard rate,1,3199
Standard rate,1,3200
Standard rate,1,3201
Standard rate,1,3202
Standard rate,1,3203
Standard rate,1,3204
Standard rate,1,3205
Standard rate,1,3206
Standard rate,1,3207
Standard rate,1,3208
Standard rate,1,3209
Standard rate,1,3210
Standard rate,1,3211
Standard rate,1,3212
Standard rate,1,3213
Standard rate,1,3214
Standard rate,1,3215
Standard rate,1,3216
Standard rate,1,3217
Standard rate,1,3218
Standard rate,1,3219
Standard rate,1,3220
Standard rate,1,3221
Standard rate,1,3222
Standard rate,1,3223
Standard rate,1,3224
Standard rate,1,3225
Standard rate,1,3226
Standard rate,1,3227
Standard rate,1,3228
Standard rate,1,3229
Standard rate,1,3230
Standard rate,1,3231
Standard rate,1,3232
Standard rate,1,3233
Standard rate,1,3234
Standard rate,1,3235
Standard rate,1,3236
Standard rate,1,3237
Standard rate,1,3238
Standard rate,1,3239
Standard rate,1,3240
Standard rate,1,3241
Standard rate,1,3242
Standard rate,1,3243
Standard rate,1,3244
Standard rate,1,3245
Standard rate,1,3246
Standard rate,1,3247
Standard rate,1,3248
Standard rate,1,3249
Negotiated fare,5,3250
Standard rate,1,3251
Standard rate,1,3252
Standard rate,1,3253
Standard rate,1,3254
Standard rate,1,3255
Standard rate,1,3256
Standard rate,1,3257
Standard rate,1,3258
Standard rate,1,3259
Standard rate,1,3260
Standard rate,1,3261
Standard rate,1,3262
Standard rate,1,3263
Standard rate,1,3264
Standard rate,1,3265
Standard rate,1,3266
Standard rate,1,3267
Standard rate,1,3268
Standard rate,1,3269
Standard rate,1,3270
JFK,2,3271
Standard rate,1,3272
Standard rate,1,3273
Standard rate,1,3274
Standard rate,1,3275
Standard rate,1,3276
Standard rate,1,3277
Standard rate,1,3278
Negotiated fare,5,3279
Standard rate,1,3280
Standard rate,1,3281
Standard rate,1,3282
Standard rate,1,3283
Standard rate,1,3284
Standard rate,1,3285
Standard rate,1,3286
Standard rate,1,3287
Standard rate,1,3288
Standard rate,1,3289
Standard rate,1,3290
Standard rate,1,3291
Standard rate,1,3292
Standard rate,1,3293
Standard rate,1,3294
Standard rate,1,3295
JFK,2,3296
Standard rate,1,3297
Standard rate,1,3298
Standard rate,1,3299
Standard rate,1,3300
Standard rate,1,3301
Standard rate,1,3302
Standard rate,1,3303
Standard rate,1,3304
Standard rate,1,3305
Standard rate,1,3306
Standard rate,1,3307
Standard rate,1,3308
Standard rate,1,3309
Standard rate,1,3310
Standard rate,1,3311
Standard rate,1,3312
Standard rate,1,3313
Standard rate,1,3314
Standard rate,1,3315
Standard rate,1,3316
Standard rate,1,3317
Standard rate,1,3318
Standard rate,1,3319
Standard rate,1,3320
JFK,2,3321
Standard rate,1,3322
Standard rate,1,3323
Standard rate,1,3324
Standard rate,1,3325
Standard rate,1,3326
Standard rate,1,3327
Standard rate,1,3328
Standard rate,1,3329
Standard rate,1,3330
Newark,3,3331
Standard rate,1,3332
Standard rate,1,3333
Standard rate,1,3334
Standard rate,1,3335
Standard rate,1,3336
Standard rate,1,3337
Standard rate,1,3338
Standard rate,1,3339
Standard rate,1,3340
Standard rate,1,3341
Standard rate,1,3342
Standard rate,1,3343
Standard rate,1,3344
Standard rate,1,3345
Standard rate,1,3346
Standard rate,1,3347
Standard rate,1,3348
Standard rate,1,3349
Standard rate,1,3350
Standard rate,1,3351
Standard rate,1,3352
Standard rate,1,3353
Standard rate,1,3354
Standard rate,1,3355
Standard rate,1,3356
Standard rate,1,3357
Standard rate,1,3358
Standard rate,1,3359
Standard rate,1,3360
Standard rate,1,3361
Standard rate,1,3362
Standard rate,1,3363
Standard rate,1,3364
Standard rate,1,3365
Standard rate,1,3366
Standard rate,1,3367
Standard rate,1,3368
Standard rate,1,3369
Standard rate,1,3370
Standard rate,1,3371
Standard rate,1,3372
Standard rate,1,3373
Standard rate,1,3374
Standard rate,1,3375
Standard rate,1,3376
Standard rate,1,3377
Standard rate,1,3378
Standard rate,1,3379
Standard rate,1,3380
Standard rate,1,3381
Standard rate,1,3382
Standard rate,1,3383
Standard rate,1,3384
Standard rate,1,3385
Standard rate,1,3386
Standard rate,1,3387
Standard rate,1,3388
Standard rate,1,3389
Standard rate,1,3390
Standard rate,1,3391
Standard rate,1,3392
Standard rate,1,3393
Standard rate,1,3394
Standard rate,1,3395
Standard rate,1,3396
Standard rate,1,3397
Standard rate,1,3398
Standard rate,1,3399
Standard rate,1,3400
Standard rate,1,3401
Standard rate,1,3402
Standard rate,1,3403
Standard rate,1,3404
Standard rate,1,3405
Standard rate,1,3406
Standard rate,1,3407
Standard rate,1,3408
Standard rate,1,3409
Standard rate,1,3410
Standard rate,1,3411
Standard rate,1,3412
Standard rate,1,3413
Standard rate,1,3414
Standard rate,1,3415
Standard rate,1,3416
Standard rate,1,3417
Standard rate,1,3418
Standard rate,1,3419
JFK,2,3420
Standard rate,1,3421
Standard rate,1,3422
Standard rate,1,3423
JFK,2,3424
Standard rate,1,3425
Standard rate,1,3426
Standard rate,1,3427
Standard rate,1,3428
Standard rate,1,3429
Standard rate,1,3430
Standard rate,1,3431
Standard rate,1,3432
Standard rate,1,3433
Standard rate,1,3434
JFK,2,3435
Standard rate,1,3436
Standard rate,1,3437
Standard rate,1,3438
Standard rate,1,3439
Standard rate,1,3440
Standard rate,1,3441
Standard rate,1,3442
Standard rate,1,3443
Standard rate,1,3444
Standard rate,1,3445
Standard rate,1,3446
Standard rate,1,3447
Standard rate,1,3448
Standard rate,1,3449
Standard rate,1,3450
Standard rate,1,3451
Standard rate,1,3452
Standard rate,1,3453
Standard rate,1,3454
Standard rate,1,3455
Standard rate,1,3456
Standard rate,1,3457
Standard rate,1,3458
Standard rate,1,3459
Standard rate,1,3460
Standard rate,1,3461
Standard rate,1,3462
Standard rate,1,3463
Standard rate,1,3464
Standard rate,1,3465
Standard rate,1,3466
Standard rate,1,3467
Standard rate,1,3468
Standard rate,1,3469
Standard rate,1,3470
Standard rate,1,3471
Standard rate,1,3472
Standard rate,1,3473
Standard rate,1,3474
Standard rate,1,3475
Standard rate,1,3476
Standard rate,1,3477
Standard rate,1,3478
Standard rate,1,3479
Standard rate,1,3480
Standard rate,1,3481
Standard rate,1,3482
Standard rate,1,3483
Standard rate,1,3484
Standard rate,1,3485
Standard rate,1,3486
Standard rate,1,3487
Standard rate,1,3488
Standard rate,1,3489
Standard rate,1,3490
Standard rate,1,3491
Standard rate,1,3492
Standard rate,1,3493
Standard rate,1,3494
Standard rate,1,3495
Standard rate,1,3496
Standard rate,1,3497
Standard rate,1,3498
Standard rate,1,3499
Standard rate,1,3500
Standard rate,1,3501
Standard rate,1,3502
Standard rate,1,3503
Standard rate,1,3504
Standard rate,1,3505
Standard rate,1,3506
Standard rate,1,3507
Standard rate,1,3508
Standard rate,1,3509
Standard rate,1,3510
Standard rate,1,3511
Standard rate,1,3512
Standard rate,1,3513
Standard rate,1,3514
Standard rate,1,3515
Standard rate,1,3516
JFK,2,3517
Standard rate,1,3518
Standard rate,1,3519
Standard rate,1,3520
Standard rate,1,3521
Standard rate,1,3522
Standard rate,1,3523
Standard rate,1,3524
Standard rate,1,3525
Standard rate,1,3526
Standard rate,1,3527
Standard rate,1,3528
Standard rate,1,3529
Standard rate,1,3530
Standard rate,1,3531
Standard rate,1,3532
Standard rate,1,3533
Standard rate,1,3534
Standard rate,1,3535
Standard rate,1,3536
Standard rate,1,3537
Standard rate,1,3538
Standard rate,1,3539
Standard rate,1,3540
Standard rate,1,3541
Standard rate,1,3542
Standard rate,1,3543
Standard rate,1,3544
Standard rate,1,3545
Standard rate,1,3546
Standard rate,1,3547
Standard rate,1,3548
Standard rate,1,3549
Standard rate,1,3550
Standard rate,1,3551
Standard rate,1,3552
Standard rate,1,3553
Standard rate,1,3554
Standard rate,1,3555
Standard rate,1,3556
Standard rate,1,3557
Standard rate,1,3558
Standard rate,1,3559
Standard rate,1,3560
Standard rate,1,3561
Standard rate,1,3562
Standard rate,1,3563
Standard rate,1,3564
Standard rate,1,3565
Standard rate,1,3566
Standard rate,1,3567
Standard rate,1,3568
Standard rate,1,3569
Standard rate,1,3570
Standard rate,1,3571
Standard rate,1,3572
Standard rate,1,3573
Standard rate,1,3574
Standard rate,1,3575
Standard rate,1,3576
Standard rate,1,3577
Standard rate,1,3578
Standard rate,1,3579
Standard rate,1,3580
Standard rate,1,3581
Standard rate,1,3582
Standard rate,1,3583
Standard rate,1,3584
Standard rate,1,3585
Standard rate,1,3586
Standard rate,1,3587
Standard rate,1,3588
Standard rate,1,3589
Standard rate,1,3590
Standard rate,1,3591
Standard rate,1,3592
JFK,2,3593
Standard rate,1,3594
Standard rate,1,3595
Standard rate,1,3596
Standard rate,1,3597
Standard rate,1,3598
Standard rate,1,3599
Standard rate,1,3600
Standard rate,1,3601
Standard rate,1,3602
Standard rate,1,3603
Standard rate,1,3604
Standard rate,1,3605
Standard rate,1,3606
Standard rate,1,3607
Standard rate,1,3608
Standard rate,1,3609
Standard rate,1,3610
Standard rate,1,3611
Standard rate,1,3612
Standard rate,1,3613
Standard rate,1,3614
Standard rate,1,3615
Standard rate,1,3616
Standard rate,1,3617
Standard rate,1,3618
Standard rate,1,3619
Standard rate,1,3620
Standard rate,1,3621
Standard rate,1,3622
Standard rate,1,3623
Standard rate,1,3624
Standard rate,1,3625
Standard rate,1,3626
Standard rate,1,3627
Standard rate,1,3628
Standard rate,1,3629
Standard rate,1,3630
Standard rate,1,3631
Standard rate,1,3632
Standard rate,1,3633
Standard rate,1,3634
Standard rate,1,3635
Standard rate,1,3636
Standard rate,1,3637
Standard rate,1,3638
Standard rate,1,3639
Standard rate,1,3640
Standard rate,1,3641
Standard rate,1,3642
Standard rate,1,3643
Standard rate,1,3644
Standard rate,1,3645
Standard rate,1,3646
Standard rate,1,3647
Standard rate,1,3648
Standard rate,1,3649
Standard rate,1,3650
Standard rate,1,3651
Standard rate,1,3652
Standard rate,1,3653
Standard rate,1,3654
Standard rate,1,3655
Standard rate,1,3656
Standard rate,1,3657
Standard rate,1,3658
Standard rate,1,3659
Standard rate,1,3660
Standard rate,1,3661
Standard rate,1,3662
Standard rate,1,3663
Standard rate,1,3664
Standard rate,1,3665
Standard rate,1,3666
Standard rate,1,3667
Standard rate,1,3668
Standard rate,1,3669
Standard rate,1,3670
Standard rate,1,3671
Standard rate,1,3672
Standard rate,1,3673
Standard rate,1,3674
Standard rate,1,3675
Standard rate,1,3676
Standard rate,1,3677
Standard rate,1,3678
Standard rate,1,3679
Standard rate,1,3680
Standard rate,1,3681
Standard rate,1,3682
Standard rate,1,3683
Standard rate,1,3684
Standard rate,1,3685
Standard rate,1,3686
Standard rate,1,3687
Standard rate,1,3688
Standard rate,1,3689
JFK,2,3690
Standard rate,1,3691
Standard rate,1,3692
Standard rate,1,3693
JFK,2,3694
Standard rate,1,3695
Standard rate,1,3696
Standard rate,1,3697
Standard rate,1,3698
Standard rate,1,3699
JFK,2,3700
Standard rate,1,3701
Standard rate,1,3702
Standard rate,1,3703
Standard rate,1,3704
Standard rate,1,3705
Standard rate,1,3706
Standard rate,1,3707
Standard rate,1,3708
Standard rate,1,3709
Standard rate,1,3710
Standard rate,1,3711
Standard rate,1,3712
Standard rate,1,3713
Standard rate,1,3714
Standard rate,1,3715
Standard rate,1,3716
Standard rate,1,3717
Standard rate,1,3718
Standard rate,1,3719
Standard rate,1,3720
Standard rate,1,3721
Standard rate,1,3722
Standard rate,1,3723
Standard rate,1,3724
Standard rate,1,3725
Standard rate,1,3726
Standard rate,1,3727
Standard rate,1,3728
Standard rate,1,3729
Standard rate,1,3730
Standard rate,1,3731
Standard rate,1,3732
Standard rate,1,3733
Standard rate,1,3734
Standard rate,1,3735
Standard rate,1,3736
Standard rate,1,3737
Standard rate,1,3738
Standard rate,1,3739
Standard rate,1,3740
Standard rate,1,3741
Standard rate,1,3742
Standard rate,1,3743
Standard rate,1,3744
Standard rate,1,3745
Standard rate,1,3746
Standard rate,1,3747
Standard rate,1,3748
Standard rate,1,3749
Standard rate,1,3750
Standard rate,1,3751
Standard rate,1,3752
Standard rate,1,3753
Standard rate,1,3754
Standard rate,1,3755
Standard rate,1,3756
Standard rate,1,3757
Standard rate,1,3758
Standard rate,1,3759
Standard rate,1,3760
Standard rate,1,3761
Standard rate,1,3762
Standard rate,1,3763
Standard rate,1,3764
Standard rate,1,3765
Standard rate,1,3766
Standard rate,1,3767
Standard rate,1,3768
Standard rate,1,3769
Standard rate,1,3770
Standard rate,1,3771
Standard rate,1,3772
Standard rate,1,3773
Standard rate,1,3774
Standard rate,1,3775
Standard rate,1,3776
Standard rate,1,3777
Standard rate,1,3778
Standard rate,1,3779
Standard rate,1,3780
Standard rate,1,3781
Standard rate,1,3782
Standard rate,1,3783
Standard rate,1,3784
Standard rate,1,3785
Standard rate,1,3786
Standard rate,1,3787
Standard rate,1,3788
Standard rate,1,3789
Standard rate,1,3790
